"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","3","","io.github.airflux.reader.validator.base.StringValidatorsTest.MinLength","","io.github.airflux.reader.validator.base.StringValidatorsTest$MinLength","Testing basic validator of the 'minLength' (a value of a string is blank, and more the min allowed length)","Testing basic validator of the 'minLength' (a value of a string is blank, and more the min allowed length)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","1","","io.github.airflux.value.extension.JsValueExtensionTest.Lookup","","io.github.airflux.value.extension.JsValueExtensionTest$Lookup","testing 'lookup' function (an attribute by name is not found)","testing 'lookup' function (an attribute by name is not found)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","0","","io.github.airflux.reader.RequiredPathReaderTest.FromJsValue","","io.github.airflux.reader.RequiredPathReaderTest$FromJsValue","Testing 'required' function (an attribute is not found)","Testing 'required' function (an attribute is not found)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","1","","io.github.airflux.reader.validator.base.NumberValidatorsTest.Ne","","io.github.airflux.reader.validator.base.NumberValidatorsTest$Ne","Testing basic validator of the 'ne' (the number is equals to a expected value)","Testing basic validator of the 'ne' (the number is equals to a expected value)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","2","","io.github.airflux.reader.result.JsResultTest.Success","","io.github.airflux.reader.result.JsResultTest$Success","Testing 'getOrElse' function of the Success class","Testing 'getOrElse' function of the Success class()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","3","","io.github.airflux.reader.result.JsResultTest.Success","","io.github.airflux.reader.result.JsResultTest$Success","Testing 'flatMap' function of the Success class","Testing 'flatMap' function of the Success class()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","0","","io.github.airflux.reader.extension.ReadAsExtensionTest.ReadAsNumber","","io.github.airflux.reader.extension.ReadAsExtensionTest$ReadAsNumber","Testing extension-function 'readAsNumber'","Testing extension-function 'readAsNumber'()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","0","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing 'valueOf' function of the JsNumber class for String type","-1",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","1","","io.github.airflux.reader.validator.JsValidatorTest","","io.github.airflux.reader.validator.JsValidatorTest","Testing of the logical operator 'or' of a validator","[4] false, false",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","0","","io.github.airflux.writer.extension.JsWriterExtensionTest.WriteOptionalTraversableAttribute","","io.github.airflux.writer.extension.JsWriterExtensionTest$WriteOptionalTraversableAttribute","Testing of a write of a optional traversable attribute (attribute is empty)","Testing of a write of a optional traversable attribute (attribute is empty)()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","7","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing the internal representation as a real number","0.1",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","2","","io.github.airflux.reader.TraversablePathReaderTest.ListReader","","io.github.airflux.reader.TraversablePathReaderTest$ListReader","Testing 'list' function (an attribute is not collection)","Testing 'list' function (an attribute is not collection)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","1","","io.github.airflux.reader.result.JsResultTest.Failure.Constructors","","io.github.airflux.reader.result.JsResultTest$Failure$Constructors","Testing the constructor of the Failure class with path and one error description","Testing the constructor of the Failure class with path and one error description()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","4","","io.github.airflux.reader.validator.base.StringValidatorsTest.MinLength","","io.github.airflux.reader.validator.base.StringValidatorsTest$MinLength","Testing basic validator of the 'minLength' (a value of a string is less than the min allowed length)","Testing basic validator of the 'minLength' (a value of a string is less than the min allowed length)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","1","","io.github.airflux.reader.validator.base.ArrayValidatorsTest.MinItems","","io.github.airflux.reader.validator.base.ArrayValidatorsTest$MinItems","Testing basic validator of the 'minItems' (a collection is empty)","Testing basic validator of the 'minItems' (a collection is empty)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","1","","io.github.airflux.reader.NullablePathReaderTest.FromJsLookup","","io.github.airflux.reader.NullablePathReaderTest$FromJsLookup","Testing 'nullable' function (an attribute is not found, returning value 'null')","Testing 'nullable' function (an attribute is not found, returning value 'null')()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","1","","io.github.airflux.value.JsArrayTest","","io.github.airflux.value.JsArrayTest","Testing 'equals contract' of the JsString class","Testing 'equals contract' of the JsString class()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","1","","io.github.airflux.reader.extension.ReadAsExtensionTest.ReadAsString","","io.github.airflux.reader.extension.ReadAsExtensionTest$ReadAsString","Testing extension-function 'readAsString' (invalid type)","Testing extension-function 'readAsString' (invalid type)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","2","","io.github.airflux.reader.base.BasePrimitiveReaderTest.IntReader","","io.github.airflux.reader.base.BasePrimitiveReaderTest$IntReader","Testing reader for 'Int' type (reading a value that more the allowed range)","Testing reader for 'Int' type (reading a value that more the allowed range)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","1","","io.github.airflux.reader.validator.base.StringValidatorsTest.MinLength","","io.github.airflux.reader.validator.base.StringValidatorsTest$MinLength","Testing basic validator of the 'minLength' (a value of a string is blank, and equal the min allowed length)","Testing basic validator of the 'minLength' (a value of a string is blank, and equal the min allowed length)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","2","","io.github.airflux.reader.validator.base.NumberValidatorsTest.Min","","io.github.airflux.reader.validator.base.NumberValidatorsTest$Min","Testing basic validator of the 'min' (a number is equal to the minimum)","Testing basic validator of the 'min' (a number is equal to the minimum)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","9","","io.github.airflux.reader.TraversablePathReaderTest.SetReader","","io.github.airflux.reader.TraversablePathReaderTest$SetReader","Testing 'set' function (array is empty)","Testing 'set' function (array is empty)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","2","","io.github.airflux.reader.base.BasePrimitiveReaderTest.ShortReader","","io.github.airflux.reader.base.BasePrimitiveReaderTest$ShortReader","Testing reader for 'Short' type","min value",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","1","","io.github.airflux.reader.TraversablePathReaderTest.SetReader","","io.github.airflux.reader.TraversablePathReaderTest$SetReader","Testing 'set' function (an attribute is not collection)","Testing 'set' function (an attribute is not collection)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","2","","io.github.airflux.reader.base.BasePrimitiveReaderTest.IntReader","","io.github.airflux.reader.base.BasePrimitiveReaderTest$IntReader","Testing reader for 'Int' type (reading a value of an invalid format)","Testing reader for 'Int' type (reading a value of an invalid format)()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","0","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing 'valueOf' function of the JsNumber class for String type","1.5",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","2","","io.github.airflux.reader.validator.JsValidatorTest","","io.github.airflux.reader.validator.JsValidatorTest","Testing of the logical operator 'or' of a validator","[2] true, false",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","3","","io.github.airflux.reader.NullableWithDefaultPathReaderTest.FromJsValue","","io.github.airflux.reader.NullableWithDefaultPathReaderTest$FromJsValue","Testing 'withDefault' function (an attribute is not found, invalid type)","Testing 'withDefault' function (an attribute is not found, invalid type)()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","0","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing the internal representation as an integer number","-1",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","8","","io.github.airflux.value.extension.JsValueExtensionTest.Lookup","","io.github.airflux.value.extension.JsValueExtensionTest$Lookup","testing 'lookup' function (an attribute by name is found)","testing 'lookup' function (an attribute by name is found)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","0","","io.github.airflux.reader.validator.base.ArrayValidatorsTest.MaxItems","","io.github.airflux.reader.validator.base.ArrayValidatorsTest$MaxItems","Testing basic validator of the 'maxItems' (a count of elements is more than the maximum)","Testing basic validator of the 'maxItems' (a count of elements is more than the maximum)()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","1","","io.github.airflux.writer.extension.JsWriterExtensionTest.WriteRequiredAttribute","","io.github.airflux.writer.extension.JsWriterExtensionTest$WriteRequiredAttribute","Testing of a write of a required attribute","Testing of a write of a required attribute()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","2","","io.github.airflux.reader.TraversablePathReaderTest.SetReader","","io.github.airflux.reader.TraversablePathReaderTest$SetReader","Testing 'set' function","Testing 'set' function()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","2","","io.github.airflux.writer.extension.JsWriterExtensionTest.WriteOptionalAttribute","","io.github.airflux.writer.extension.JsWriterExtensionTest$WriteOptionalAttribute","Testing of a write of an optional attribute","Testing of a write of an optional attribute()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","4","","io.github.airflux.reader.result.JsResultTest.Failure","","io.github.airflux.reader.result.JsResultTest$Failure","Testing 'map' function of the Failure class","Testing 'map' function of the Failure class()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","0","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing the internal representation as a real number","1.50",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","5","","io.github.airflux.reader.NullablePathReaderTest.FromJsLookup","","io.github.airflux.reader.NullablePathReaderTest$FromJsLookup","Testing 'nullable' function (an attribute is found)","Testing 'nullable' function (an attribute is found)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","4","","io.github.airflux.reader.validator.base.NumberValidatorsTest.Gt","","io.github.airflux.reader.validator.base.NumberValidatorsTest$Gt","Testing basic validator of the 'gt' (the number is less than a expected value)","Testing basic validator of the 'gt' (the number is less than a expected value)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","1","","io.github.airflux.reader.validator.base.StringValidatorsTest.IsNotEmpty","","io.github.airflux.reader.validator.base.StringValidatorsTest$IsNotEmpty","Testing basic validator of the 'isNotEmpty' (a value of a string is blank)","Testing basic validator of the 'isNotEmpty' (a value of a string is blank)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","4","","io.github.airflux.reader.validator.base.NumberValidatorsTest.Eq","","io.github.airflux.reader.validator.base.NumberValidatorsTest$Eq","Testing basic validator of the 'eq' (the number is equals to a expected value)","Testing basic validator of the 'eq' (the number is equals to a expected value)()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","0","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing 'toString' function of the JsNumber class","-1.5",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","1","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing 'valueOf' function of the JsNumber class for String type","1",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","1","","io.github.airflux.writer.base.BasePrimitiveWriterTest","","io.github.airflux.writer.base.BasePrimitiveWriterTest","Testing writer for 'BigDecimal' (default configuration)","Testing writer for 'BigDecimal' (default configuration)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","1","","io.github.airflux.reader.validator.base.StringValidatorsTest.IsA","","io.github.airflux.reader.validator.base.StringValidatorsTest$IsA","Testing basic validator of the 'isA' (a value of a string is not a number)","Testing basic validator of the 'isA' (a value of a string is not a number)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","2","","io.github.airflux.reader.NullablePathReaderTest.FromJsLookup","","io.github.airflux.reader.NullablePathReaderTest$FromJsLookup","Testing 'nullable' function (an attribute is found with value 'null')","Testing 'nullable' function (an attribute is found with value 'null')()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","4","","io.github.airflux.reader.base.BasePrimitiveReaderTest.ByteReader","","io.github.airflux.reader.base.BasePrimitiveReaderTest$ByteReader","Testing reader for 'Byte' type (reading from invalid node)","Testing reader for 'Byte' type (reading from invalid node)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","0","","io.github.airflux.reader.WithDefaultPathReaderTest.FromJsLookup","","io.github.airflux.reader.WithDefaultPathReaderTest$FromJsLookup","Testing 'withDefault' function (an attribute is not found, returning default value)","Testing 'withDefault' function (an attribute is not found, returning default value)()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","1","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing the internal representation as a real number","-1.5",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","1","","io.github.airflux.value.extension.JsValueExtensionTest.Lookup","","io.github.airflux.value.extension.JsValueExtensionTest$Lookup","testing 'lookup' function (an attribute by index is not found, node is invalid type)","testing 'lookup' function (an attribute by index is not found, node is invalid type)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","5","","io.github.airflux.reader.JsReaderTest","","io.github.airflux.reader.JsReaderTest","Testing 'or' function of the JsReader class (first reader)","Testing 'or' function of the JsReader class (first reader)()",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","0","","io.github.airflux.value.JsStringTest","","io.github.airflux.value.JsStringTest","Testing 'toString' function of the JsString class","Testing 'toString' function of the JsString class()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","1","","io.github.airflux.reader.validator.base.NumberValidatorsTest.Lt","","io.github.airflux.reader.validator.base.NumberValidatorsTest$Lt","Testing basic validator of the 'lt' (the number is less than a expected value)","Testing basic validator of the 'lt' (the number is less than a expected value)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","1","","io.github.airflux.reader.validator.base.NumberValidatorsTest.Ge","","io.github.airflux.reader.validator.base.NumberValidatorsTest$Ge","Testing basic validator of the 'ge' (the number is less than a expected value)","Testing basic validator of the 'ge' (the number is less than a expected value)()",""
"passed","Thu Feb 18 17:18:15 GMT 2021","Thu Feb 18 17:18:15 GMT 2021","3","","io.github.airflux.reader.validator.base.ArrayValidatorsTest.MaxItems","","io.github.airflux.reader.validator.base.ArrayValidatorsTest$MaxItems","Testing basic validator of the 'maxItems' (a count of elements is less than the maximum)","Testing basic validator of the 'maxItems' (a count of elements is less than the maximum)()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","4","","io.github.airflux.reader.extension.ReadAsExtensionTest.ReadAsBoolean","","io.github.airflux.reader.extension.ReadAsExtensionTest$ReadAsBoolean","Testing extension-function 'readAsBoolean'","Testing extension-function 'readAsBoolean'()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","0","","io.github.airflux.reader.base.BasePrimitiveReaderTest.StringReader","","io.github.airflux.reader.base.BasePrimitiveReaderTest$StringReader","Testing reader for 'String' type","Testing reader for 'String' type()",""
"passed","Thu Feb 18 17:18:16 GMT 2021","Thu Feb 18 17:18:16 GMT 2021","5","","io.github.airflux.reader.validator.JsValidatorTest","","io.github.airflux.reader.validator.JsValidatorTest","Testing of the logical operator 'and' of a validator","[1] true, true",""
"passed","Thu Feb 18 17:18:17 GMT 2021","Thu Feb 18 17:18:17 GMT 2021","0","","io.github.airflux.value.JsNumberTest","","io.github.airflux.value.JsNumberTest","Testing 'toString' function of the JsNumber class","-1.50",""
